assuntokey;CNAEPrincipalkey;datakey;radicalcnpjkey;codigoproblemakey;tipoatendimentokey;PorcentagemReclamacoesPorProblema;PorcentagemReclamacoesPorAssunto;PorcentagemReclamacoesPorCNPJ
123;445;17213;21309;2011;2;11;0;123
52;595;984;7210;515;6;52;5;732
96;445;16618;4602;1482;2;8;0;27
91;446;3473;18234;1477;6;42;2;525
156;571;14482;14450;2552;2;17;1;99
140;445;12212;4103;1648;2;13;1;33
131;472;10050;28193;2138;6;21;1;280
68;624;6876;23964;4588;2;66;0;348
156;575;6292;24322;4477;2;71;2;386
53;595;10346;18709;516;6;4;0;180
153;255;13796;34737;2451;3;17;1;251
62;595;15944;33382;498;2;3;0;209
78;624;10031;33877;541;6;5;0;337
131;75;19260;31265;2421;2;12;0;162
228;705;9116;30063;4789;3;52;2;329
53;637;17640;25494;4573;3;25;0;144
52;631;5669;17954;515;6;9;0;316
124;445;15855;4103;1510;2;9;0;25
124;422;6418;25721;1510;2;23;1;400
100;813;14343;27278;1608;6;11;0;190
68;624;852;33877;531;6;62;7;3976
3;419;2438;30464;141;8;5;0;1249
53;595;3790;18709;558;2;14;1;493
53;595;8685;24611;516;2;5;0;283
100;387;7619;34343;1486;2;19;1;450
101;388;16824;13136;4892;2;29;0;78
53;595;8212;28192;516;3;6;0;343
75;376;15049;27796;538;6;3;0;184
155;252;3499;1163;4476;2;127;4;33
100;624;6435;7098;1486;6;23;1;110
53;723;15638;741;639;6;4;0;4
153;255;7495;34737;2655;3;35;2;463
52;595;8764;28042;488;3;5;0;319
53;445;10363;6400;4507;2;43;0;61
53;595;5860;28192;558;3;9;0;481
75;621;11362;24488;678;6;5;0;215
75;596;7343;23378;622;2;8;1;318
207;590;17957;1584;3590;2;19;1;8
93;455;12016;28434;1601;2;13;0;236
157;571;19197;14450;2553;2;13;0;75
52;596;76;23378;923;6;1214;68;30760
157;575;184;24566;2553;3;1387;85;13351
236;631;8367;13471;4410;3;52;2;161
155;252;19733;28345;2551;2;12;0;143
75;571;10560;30743;511;3;4;0;291
95;445;20087;24390;1821;1;9;0;121
96;49;19349;27936;1604;2;8;0;144
53;595;18626;24611;558;3;2;0;132
228;516;8087;33939;3419;3;42;2;419
62;595;8512;28192;4640;3;54;0;331
102;420;13754;21280;1366;3;9;0;154
231;573;9315;25364;4827;1;51;2;272
52;595;4219;885;960;6;22;1;20
180;373;19310;29672;4164;2;21;0;153
121;209;13251;27649;1905;6;14;0;208
54;607;3360;34260;559;6;16;1;1019
157;575;13122;24649;2455;2;18;1;187
152;533;679;22205;2615;6;385;22;3270
156;571;6796;21265;2552;2;37;2;312
157;571;16678;21265;2553;2;15;0;127
153;255;10234;34737;2549;2;24;1;339
238;637;143;5373;4437;6;3102;166;3757
101;387;14166;1547;1487;6;10;0;10
52;595;10446;22081;4632;2;44;0;211
100;445;8292;6400;1486;3;17;1;77
157;575;1923;24566;2553;6;132;8;1277
75;77;7121;1423;4594;2;64;1;19
52;595;2773;33382;515;6;18;1;1203
105;456;12261;28215;1721;6;14;0;230
122;641;14976;33320;1508;1;10;0;222
155;252;15616;1163;2636;2;16;0;7
156;571;15977;21265;2552;2;15;0;133
101;153;9664;27788;1487;3;15;1;287
62;595;16031;29762;567;2;3;0;185
155;252;1265;33491;2551;6;201;12;2647
148;516;13960;33939;4439;1;31;1;243
157;575;14344;24649;2496;2;17;1;171
100;422;16047;25721;1486;2;9;0;160
157;571;19836;14450;2638;2;13;0;72
132;420;13751;21280;2018;3;14;0;154
155;252;7727;1163;2551;3;33;2;15
157;575;13167;24649;2553;2;19;1;187
100;813;15167;27278;1486;2;9;0;179
236;631;8216;675;2888;3;35;2;8
95;156;5974;28179;1481;6;24;1;471
218;580;15446;29934;3601;2;23;1;193
100;472;8665;25221;1486;3;17;1;291
121;422;19522;25721;2009;2;10;0;131
75;575;14659;26838;511;2;3;0;183
52;595;13672;22081;515;2;3;0;161
62;595;13133;22081;525;2;3;0;168
153;255;7691;34737;2451;3;31;1;451
228;705;15804;1039;3610;6;22;1;6
155;252;5658;1163;2551;2;45;2;20
157;575;250;24566;2553;6;1021;62;9826
157;571;11936;14450;2553;2;21;1;121
161;631;16452;17954;2676;2;16;0;109
225;423;17225;544;1;2;0;1;3
53;595;17761;27700;4573;3;25;0;155
52;626;12572;22196;515;2;4;0;176
100;419;2940;27241;1486;6;50;3;926
207;565;18643;10509;3762;8;20;1;56
155;252;12677;1163;2572;2;20;1;9
111;614;18775;29680;1619;2;8;0;158
193;741;18966;8111;3958;2;20;1;42
234;624;18788;23964;3425;3;18;1;127
52;595;5175;27700;4632;2;89;1;535
97;445;15111;4103;1483;1;9;0;27
157;575;11043;24649;2553;2;23;1;223
153;255;8143;34737;2549;3;31;1;426
100;624;1978;21356;1364;6;68;5;1079
53;575;6868;26838;516;2;7;0;390
139;489;12385;31018;1647;2;13;1;250
157;575;15062;26838;2553;2;16;1;178
100;614;1047;29680;1486;6;141;9;2834
155;252;1983;33491;2551;6;128;7;1688
75;571;11870;30743;538;2;4;0;258
100;626;2083;31966;1364;6;65;4;1534
52;77;5303;1423;557;2;10;0;26
157;571;11925;14450;2553;2;21;1;121
196;753;2045;3443;3852;6;188;9;168
234;420;1763;21280;3277;6;185;13;1207
157;571;16700;21265;2553;6;15;0;127
155;252;3490;1163;2551;2;73;4;33
157;575;14333;24649;2496;2;17;1;171
53;595;16549;27739;4551;2;27;0;167
155;252;11568;1163;2551;2;22;1;10
155;252;9916;1163;2453;2;24;1;11
52;607;8381;2128;488;6;5;0;25
131;461;19431;15394;1639;2;8;0;79
95;814;13151;33374;1481;6;11;0;253
228;705;9059;1039;4789;2;52;2;11
52;601;10736;21540;515;2;4;0;200
228;705;19809;7276;3882;2;19;1;36
153;255;10322;34737;2549;6;24;1;336
157;575;7158;24322;4478;2;62;2;339
75;595;7123;7093;4594;2;64;1;99
100;389;4525;5300;1486;6;32;2;117
73;595;9945;7081;536;2;5;0;71
155;252;11730;1163;2551;2;21;1;9
182;105;19263;28146;4138;2;21;0;146
157;575;11840;24322;2553;2;21;1;205
100;723;5346;741;1608;6;30;1;13
155;252;8199;1163;2453;3;29;1;14
193;741;344;26490;3890;6;1130;56;7700
155;252;11741;1163;2551;2;21;1;9
100;389;6074;5300;1486;6;24;1;87
96;49;16196;27936;2163;2;13;0;172
155;252;11467;1163;4476;2;39;1;10
156;571;13314;21265;2552;3;19;1;159
240;730;11369;203;1534;6;13;2;1
52;595;16377;28042;515;2;3;0;171
92;717;17106;30721;1478;2;8;0;179
57;808;18825;28304;870;1;4;0;150
157;575;8393;24322;4478;2;53;1;289
100;489;19588;31018;1608;2;8;0;158
157;575;10508;24322;2553;2;24;1;231
153;255;7636;34737;2451;3;32;2;454
119;389;135;33300;1505;6;1114;88;24666
75;595;6836;28042;4119;2;60;1;410
193;738;18815;5291;3482;8;18;1;28
53;420;4550;21280;516;2;11;1;467
156;571;19971;14450;2552;2;12;0;72
157;575;6683;24649;2659;2;39;2;368
153;255;7560;34737;2549;3;33;2;459
73;658;1665;28460;4593;3;275;4;1709
162;701;10768;25456;2702;2;25;1;236
53;607;5739;33745;516;6;8;0;587
155;252;11719;1163;2551;2;21;1;9
52;595;12257;33382;515;2;4;0;272
62;595;3752;28042;525;3;13;1;747
100;378;19622;16682;1486;3;7;0;85
153;255;2935;34737;2549;2;86;5;1183
155;252;10181;1163;2551;2;25;1;11
148;614;13966;28333;4450;1;31;1;202
52;595;5522;33382;4506;7;81;0;604
155;252;3021;1163;4043;1;133;5;38
75;571;3966;14450;959;2;24;1;364
157;575;13843;24322;2553;2;18;1;175
75;723;7122;32853;4594;1;64;1;461
157;575;9324;24649;4447;2;47;1;264
153;255;63;33551;4474;6;7101;242;53255
53;595;14387;33382;4599;6;31;0;232
62;595;5727;28192;590;3;10;1;492
95;153;6557;2282;1481;6;22;1;34
52;596;10302;23378;1111;2;10;0;226
148;705;13982;2981;4481;1;32;1;21
100;614;4712;29680;1486;2;31;2;629
53;595;5108;28042;603;3;11;1;548
155;252;10247;1163;2551;2;24;1;11
155;252;12983;1163;4476;2;34;1;8
75;595;2895;22081;4652;6;160;2;762
62;595;2223;30296;525;6;23;2;1362
87;445;8608;31779;1473;4;17;1;369
153;255;10289;34737;2549;2;24;1;337
155;252;11763;1163;2551;2;21;1;9
75;631;2518;32755;538;6;21;2;1300
193;741;19340;8111;3958;2;20;0;41
157;576;19305;28973;2553;2;13;0;150
93;422;18029;25721;1601;2;8;0;142
75;595;10344;7081;4652;2;44;0;68
93;170;11223;27650;1479;2;13;0;246
87;420;15395;21280;1704;1;11;0;138
197;798;19892;24439;3853;6;19;0;122
53;595;8179;18709;4573;3;55;0;228
52;595;3654;33382;557;2;15;1;913
87;595;1320;1;2034;6;154;6;0
52;595;13516;28042;515;6;3;0;207
110;717;2923;30721;1496;6;51;3;1051
157;575;2630;24649;4447;3;169;5;937
53;596;9621;23378;516;2;5;0;242
157;575;6241;24649;2485;6;39;2;394
131;469;19148;1647;1639;2;8;0;8
75;595;3896;28042;538;2;13;1;719
93;170;11993;30719;1479;2;12;0;256
96;614;15954;29680;1482;2;9;0;186
53;595;4950;28192;866;6;17;1;569
156;575;16353;26838;2552;6;15;0;164
52;595;16998;28192;515;2;3;0;165
62;607;4496;28054;611;6;13;1;623
155;252;1100;33491;2551;6;231;14;3044
157;575;16876;24649;2553;2;15;0;146
235;723;9998;741;3722;6;37;2;7
148;495;17067;1513;2436;2;14;0;8
94;172;11684;30783;1480;6;12;0;263
155;252;6301;1163;4043;1;64;2;18
75;607;6748;28054;4594;3;68;1;415
130;299;18390;33403;1516;2;8;0;181
155;252;17649;1163;4445;3;25;0;6
62;634;14547;29598;4640;6;31;0;203
139;152;14179;24592;2145;2;15;0;173
153;255;8198;34737;2549;3;31;1;423
53;595;5266;7093;4573;3;86;1;134
236;631;11274;675;2729;1;24;2;5
138;170;12723;18102;1524;6;11;1;142
157;575;14500;26838;2455;2;16;1;185
68;626;17682;22894;531;3;3;0;129
231;581;6356;34104;3354;2;52;3;536
148;516;13948;9622;4481;1;32;1;68
156;571;12092;21265;2552;2;21;1;175
53;637;7303;25494;4573;2;62;0;349
218;580;1711;29934;3601;3;210;12;1749
157;575;7642;24322;4457;3;58;2;318
153;255;10366;34737;2549;2;24;1;335
155;252;17422;28345;2551;2;14;0;162
100;614;19657;29680;1486;2;7;0;150
88;637;1853;6473;2035;6;109;4;349
157;575;9428;24322;4489;2;47;1;257
157;571;19109;14450;2553;2;13;0;75
140;489;11081;34351;1754;1;15;1;309
96;422;10271;25721;1604;2;15;0;250
53;637;18399;19828;516;6;2;0;107
161;631;17161;17954;3130;2;18;0;104
52;596;9022;23378;515;2;5;0;259
131;422;18122;33879;2017;2;11;0;186
62;595;7411;28192;611;3;8;0;380
153;255;20015;34737;2549;2;12;0;173
100;156;15628;16682;1486;2;9;0;106
62;595;7475;28192;4640;3;62;0;377
193;742;680;8642;3646;6;536;28;1270
148;516;9045;33939;2458;6;27;1;375
53;595;13497;7093;516;6;3;0;52
53;595;3592;18709;558;2;15;1;520
157;575;18555;24649;4467;2;24;0;132
148;516;13996;30552;4031;4;28;1;218
53;611;2250;15715;516;6;22;2;698
157;575;8489;24649;2496;2;29;1;290
95;153;9696;2282;1481;2;15;0;23
75;575;7271;24649;622;3;8;1;339
61;571;16116;24;524;6;3;0;0
100;152;12534;31696;1486;2;11;0;252
228;705;19845;30063;3882;6;19;1;151
96;153;3868;27788;1482;2;38;2;718
95;422;6369;25721;1481;6;23;1;403
53;422;14175;25721;516;2;3;0;181
218;580;523;29934;4683;3;895;41;5723
155;252;9971;1163;2473;6;24;1;11
52;595;14510;24611;488;6;3;0;169
148;516;13937;9622;4481;1;32;1;69
156;571;13070;21265;4477;2;34;1;162
223;730;18114;24398;3227;2;17;1;134
153;255;5348;34737;2549;2;47;2;649
156;575;9959;26838;2552;2;25;1;269
157;575;13632;24322;4495;3;32;1;178
156;571;18782;14450;2552;3;13;0;76
153;255;263;33551;2549;6;969;58;12757
75;607;530;7851;622;6;117;14;1481
100;489;19318;31018;2108;2;10;0;160
62;595;10318;27700;4109;2;39;0;268
218;571;11814;30743;3223;2;27;1;260
52;595;14851;18709;557;2;3;0;125
121;614;12135;29680;1507;6;12;0;244
52;641;6692;3467;515;6;7;0;51
102;49;10622;27936;1551;6;14;0;263
88;419;16275;25272;2387;2;14;0;155
193;739;17869;21332;3890;6;21;1;119
62;595;14593;7081;1119;6;7;0;48
153;255;228;33551;4474;3;1962;67;14715
62;595;19705;33382;525;2;2;0;169
53;611;7621;15715;516;2;6;0;206
75;705;8995;23221;4594;3;51;0;258
95;389;459;33300;1481;6;322;20;7254
95;153;12254;2282;1935;2;15;0;18
57;641;8586;25259;4577;2;53;0;294
73;658;1830;28460;4593;3;250;3;1555
153;255;1603;33551;4443;1;277;9;2093
155;252;9071;1163;2657;3;29;1;12
56;595;393;18709;869;6;221;14;4760
228;705;12464;23221;3610;6;28;1;186
53;595;5444;33382;516;2;9;0;613
157;156;14490;16682;2444;2;16;1;115
155;252;4304;1163;2513;2;58;3;27
63;683;8351;1817;499;6;5;0;21
157;575;14424;26838;2553;2;17;1;186
95;489;18142;31018;1603;2;8;0;170
75;595;10093;27700;4119;3;40;0;274
75;601;6976;32141;4594;2;65;1;460
157;575;12322;26838;2553;2;20;1;217
161;627;17879;6782;2701;1;15;0;37
157;575;14457;26838;2553;2;17;1;185
53;616;11165;32811;516;1;4;0;293
155;252;11315;1163;2551;2;22;1;10
153;255;7439;34737;2549;3;34;2;466
157;575;6024;24322;4478;2;74;2;403
100;156;14847;16682;1486;6;10;0;112
73;658;509;28460;4593;3;902;14;5591
170;465;11701;24443;2977;8;25;1;208
148;614;14010;28333;4439;1;31;1;202
157;575;11078;26838;2553;3;23;1;242
53;595;3464;7093;603;6;17;1;204
101;445;15238;34777;1487;2;9;0;228
155;252;7066;1163;2463;2;34;2;16
52;575;5553;24322;515;2;9;0;437
153;255;7428;34737;2549;3;34;2;467
155;252;2445;32979;2551;6;104;6;1348
95;624;5040;23964;1481;2;29;1;475
53;595;19946;18709;4832;2;24;0;93
156;575;4972;24322;2454;2;49;3;489
153;255;15734;34737;2549;2;16;0;220
156;571;13203;21265;2454;6;18;1;161
218;580;15589;29934;3601;2;23;1;192
157;575;13092;26838;2553;2;19;1;204
75;494;4973;1416;808;6;16;1;28
95;717;13277;30721;1481;6;11;0;231
53;637;12982;25494;4573;2;35;0;196
75;595;15384;28042;4619;2;30;0;182
155;252;5134;1163;4043;2;78;3;22
53;611;7709;15715;516;2;6;0;203
155;252;7946;1163;2453;3;30;1;14
52;595;16565;22081;4632;1;27;0;133
235;742;1279;32704;3617;4;282;18;2556
94;172;4814;30783;1480;6;30;1;639
101;376;4367;5955;1609;6;36;2;136
100;389;2291;5300;1486;6;64;4;231
62;611;4274;15444;525;6;12;1;361
101;419;19074;25272;1550;6;8;0;132
68;624;8428;7098;1033;6;12;0;84
148;614;14032;28333;4439;1;31;1;201
157;575;2238;26838;2553;6;114;7;1199
231;590;10971;29314;3274;6;29;2;267
54;77;9266;1423;559;1;6;0;15
153;255;2354;33551;2549;6;108;6;1425
91;170;10941;27650;1477;2;13;0;252
75;575;7891;24322;538;3;6;0;308
193;741;12444;22249;3427;6;27;1;178
157;575;10152;24649;2574;3;25;1;242
52;595;9950;28042;515;2;5;0;281
218;571;7711;30743;3411;2;44;2;398
62;252;1287;33491;4582;6;356;4;2602
155;252;881;33491;2657;3;301;17;3801
157;575;9926;24322;2638;2;26;1;245
52;607;4708;28054;4632;6;98;1;595
100;152;16383;31696;1486;2;9;0;193
53;595;4806;7093;558;3;11;1;147
52;595;4600;885;557;6;12;1;19
148;614;13955;28333;4439;1;31;1;203
156;575;12246;24649;2552;6;20;1;201
157;575;880;23;2553;6;290;17;2
53;595;17182;27095;516;2;3;0;157
62;595;8297;27700;525;3;6;0;333
157;571;5692;30743;2638;3;46;2;540
62;595;490;1;525;6;107;12;0
157;575;13700;24322;2574;3;18;1;177
95;156;1438;16682;1481;6;102;6;1160
91;683;1356;33439;1540;6;113;6;2466
52;595;9928;28042;515;2;5;0;282
157;575;5345;24322;2638;2;49;2;455
231;571;1334;14450;3234;6;242;17;1083
75;595;20062;27700;485;2;2;0;138
155;252;3087;1163;4043;1;130;5;37
205;96;7398;2319;4767;3;64;2;31
62;595;8942;28192;498;3;5;0;315
156;575;14230;26838;2637;2;18;1;188
193;549;18398;1384;3543;6;19;1;7
87;420;15310;34697;1473;2;9;0;226
123;422;17288;25721;1631;2;9;0;148
155;252;3032;1163;4043;1;133;5;38
100;575;15365;24322;1486;1;9;0;158
193;742;18166;27462;3578;2;19;1;151
52;607;12076;2128;488;2;4;0;17
54;571;8567;14450;517;2;6;0;168
157;575;16548;26838;2553;2;15;0;162
96;489;19338;25639;2394;2;12;0;132
87;156;11371;16682;1473;2;12;0;146
53;595;7895;28024;4573;3;57;0;354
157;575;17051;26838;2553;2;14;0;157
73;658;520;28460;4593;3;883;14;5473
157;575;13114;26838;2553;2;19;1;204
73;373;8976;27284;4593;3;51;0;303
212;289;11071;7910;3337;6;30;1;71
75;575;5125;24649;4594;2;89;1;480
52;595;18645;1;4105;2;22;0;0
138;170;15391;31141;1524;6;9;0;202
155;252;13148;1163;4476;2;34;1;8
153;255;2913;34737;2549;2;87;5;1192
53;637;1906;15957;4599;6;241;2;837
75;595;6841;28042;4594;2;67;1;409
53;607;15170;34260;603;6;3;0;225
62;575;139;23;4582;3;3296;44;16
75;575;6559;24322;538;3;8;1;370
157;575;7902;24649;4478;3;56;1;311
228;705;12647;1039;4789;6;37;1;8
101;252;2396;32979;4892;6;204;4;1376
53;595;4373;18709;558;2;12;1;427
155;252;4205;1163;2513;2;59;3;27
52;595;15732;33382;4530;2;28;0;212
53;595;664;18709;516;1;77;7;2817
235;433;851;31995;3390;8;398;27;3759
153;255;7461;34737;2549;3;34;2;465
234;446;3128;21218;3616;6;115;7;678
124;814;18735;2708;1510;6;8;0;14
156;575;18488;24322;2584;2;13;0;131
153;255;9596;34737;2549;2;26;1;361
153;255;10476;34737;2549;2;24;1;331
52;621;17592;26180;515;3;2;0;148
228;516;6165;33939;4824;6;78;3;550
53;595;12351;1;4573;2;37;0;0
157;575;11012;26838;2553;2;23;1;243
155;252;5845;1163;2551;2;43;2;19
155;252;3054;1163;4043;1;132;5;38
218;580;11661;29934;3411;2;29;1;256
157;571;16062;21265;2553;1;15;0;132
52;595;10884;28042;4632;2;42;0;257
62;607;7995;28054;498;3;6;0;350
53;595;5482;27739;516;3;9;0;506
53;595;3722;18709;4573;2;122;1;502
53;607;25;11302;516;6;2064;212;45208
53;595;18838;28192;837;2;4;0;149
100;813;4627;27278;1486;6;32;2;589
62;595;8028;7093;4640;2;57;0;88
52;596;12404;23378;1091;2;8;0;188
124;172;97;5849;1510;6;1556;127;6029
228;589;19462;828;3384;6;17;1;4
155;252;3340;1163;4043;1;121;4;34
52;595;4923;28042;515;3;10;1;569
52;607;5223;2128;557;2;10;0;40
156;571;12962;21265;2552;2;19;1;164
53;595;17786;27739;516;3;2;0;155
53;595;9711;7093;516;2;5;0;73
157;575;18801;26838;2574;3;13;0;142
52;595;11991;1;4572;1;38;0;0
73;658;630;28460;4593;3;729;11;4517
231;571;6079;30743;3613;3;59;3;505
156;571;18037;14450;2552;2;14;0;80
118;456;11064;34203;1733;1;15;1;309
208;445;10451;34049;3553;3;33;1;325
111;723;12276;741;2057;6;16;0;6
93;814;13279;24441;1479;6;11;0;184
75;575;10463;26838;511;2;4;0;256
156;571;11940;14450;2552;2;21;1;121
95;153;12844;2282;1481;6;11;0;17
157;575;1340;24566;2553;6;190;11;1833
75;808;13197;33503;538;6;4;0;253
52;595;17357;28042;515;6;2;0;161
5;419;17970;25272;348;2;1;0;140
53;595;13744;27739;489;3;3;0;201
157;575;1296;24566;2553;6;196;12;1895
95;156;6142;16682;1986;2;32;1;271
203;543;19294;5119;3963;2;20;1;26
105;376;18129;27796;1830;6;10;0;153
53;641;14352;27082;516;6;3;0;188
53;611;7957;15715;4573;3;57;0;197
62;595;7562;22081;525;2;6;0;291
53;595;11435;24611;4573;2;39;0;215
155;252;17861;1163;2666;3;14;0;6
157;575;624;24566;2553;6;409;25;3936
53;595;11381;28024;4573;2;40;0;246
53;420;16513;21280;516;2;3;0;128
193;743;2554;27707;3578;6;140;7;1084
100;156;11097;16682;1486;2;13;0;150
73;575;2715;26838;536;6;19;2;988
218;575;6417;26838;4683;2;72;3;418
95;624;10983;23964;1481;2;13;0;218
62;595;3731;22081;4640;2;124;1;591
52;595;13905;28192;515;2;3;0;202
62;595;19998;27472;4640;2;23;0;137
157;571;16231;13264;2553;2;15;0;81
52;595;9486;27700;4632;2;48;0;292
52;595;7340;1;488;2;6;0;0
157;575;6438;24649;4447;2;69;2;382
77;595;11594;28192;486;2;4;0;243
153;255;9296;34737;4443;2;47;1;373
53;637;3756;15957;516;6;13;1;424
153;255;2154;33551;4453;8;206;7;1557
231;580;10373;29934;3613;2;34;2;288
53;601;4723;32141;4573;2;96;1;680
157;575;10195;24649;2533;3;24;1;241
153;255;7328;34737;2451;3;33;2;474
153;255;8637;34737;2451;3;28;1;402
155;252;11094;1163;2463;3;22;1;10
52;596;8272;23378;4572;2;55;0;282
124;170;4020;27650;2012;6;50;3;687
54;637;18651;25494;517;6;2;0;136
52;595;13894;28192;515;2;3;0;202
131;637;19278;8685;2321;2;12;0;45
156;575;7890;24322;2552;3;32;1;308
53;595;51;7093;516;3;1011;103;13907
157;571;18030;14450;2553;2;14;0;80
157;575;712;24566;2553;6;358;22;3450
100;626;1500;31966;1364;6;90;6;2131
146;626;17775;21456;2030;3;11;0;120
155;252;14812;1163;2551;2;17;1;7
226;571;4895;14450;3949;2;80;4;295
52;595;4846;28042;515;2;10;1;578
75;596;4726;23378;538;2;11;1;494
95;422;17713;25721;1481;6;8;0;145
52;595;2379;33382;693;6;29;2;1403
139;442;9824;19603;1525;6;15;1;199
155;252;11271;1163;2551;2;22;1;10
52;607;3057;28054;4572;6;149;1;917
144;321;18007;37;1405;6;7;0;0
153;255;4610;34737;2549;2;55;3;753
53;595;8859;24611;4573;3;51;0;277
53;601;9453;21540;4507;1;47;0;227
139;445;4463;24390;1525;6;34;3;546
3;489;17321;25639;141;2;0;0;148
75;581;8202;32491;4330;6;52;0;396
156;571;9582;21265;2484;2;25;1;221
68;626;18648;30966;531;3;2;0;166
53;601;12479;32141;4573;2;36;0;257
92;170;5160;27650;1478;6;28;1;535
240;717;4717;30721;1534;2;32;5;651
62;595;8128;33382;525;2;6;0;410
196;744;19876;30786;3852;3;19;0;154
53;705;19577;34102;489;6;2;0;174
218;580;18525;29934;3411;3;18;1;161
53;595;8140;27700;4656;3;57;0;340
157;571;8113;30743;4478;3;55;1;378
95;814;6062;1972;1481;6;24;1;32
231;583;778;26417;3613;6;464;29;3395
155;252;4293;1163;2551;2;59;3;27
75;607;3242;28054;538;6;16;2;865
153;255;8693;34737;2549;6;29;1;399
155;252;6528;1163;2572;6;39;2;17
155;252;13623;1163;2572;3;18;1;8
153;255;5407;34737;4042;6;74;2;642
231;571;1917;14450;3234;6;168;12;753
57;626;17564;28150;4090;6;23;0;160
52;596;15406;23378;923;2;5;0;151
101;420;827;21280;1487;6;179;12;2573
153;255;4564;34737;4474;2;98;3;761
101;717;15054;25423;1487;2;9;0;168
157;575;12419;24649;2553;2;20;1;198
211;710;2620;4345;3594;6;137;8;165
117;404;8832;29312;1564;3;17;1;331
153;255;7394;34737;2451;3;33;2;469
53;595;16645;7093;516;2;3;0;42
236;631;13791;17954;2997;1;21;1;130
155;252;12214;1163;2551;2;20;1;9
52;595;17302;28042;515;2;2;0;162
157;575;8296;24322;2574;3;31;1;293
52;620;3426;26860;515;6;15;1;784
99;447;8750;6120;1607;3;18;1;69
155;252;14735;1163;2551;1;17;1;7
157;575;12057;26838;2465;2;20;1;222
75;595;13610;28042;4652;3;34;0;206
228;705;12559;1039;4789;6;38;1;8
101;489;313;31018;1487;6;475;32;9909
155;252;3362;1163;4043;1;120;4;34
53;595;599;24611;558;3;93;8;4108
131;472;19174;3380;1639;2;8;0;17
157;575;1943;24566;4447;3;228;8;1264
52;595;9442;28042;4598;1;48;0;296
52;595;5077;28042;515;3;10;1;552
75;595;11861;27700;538;2;4;0;233
73;595;15344;28042;4569;2;29;0;182
155;252;11051;1163;2551;2;23;1;10
203;589;18086;828;3586;2;19;1;4
157;575;11718;24322;2444;2;20;1;207
62;595;4680;28192;498;3;10;1;602
88;196;18359;27646;4879;6;26;0;150
156;571;12861;21265;4477;2;34;1;165
53;637;17381;15957;558;2;3;0;91
155;252;3175;1163;4043;1;127;4;36
52;596;11229;23378;4572;2;40;0;208
153;255;15282;34737;2440;2;15;1;227
157;571;19669;21265;2553;3;12;0;108
100;813;15695;27278;1486;2;9;0;173
62;607;8129;30883;525;2;6;0;379
157;575;1384;24566;2553;6;184;11;1775
128;299;18975;24399;2135;6;11;0;128
53;595;3619;28042;4573;3;126;1;774
100;153;7984;2282;1486;6;18;1;28
95;445;18727;21309;1603;2;8;0;113
100;389;9123;5300;1486;1;16;1;58
75;571;8161;14450;4594;3;56;0;177
52;595;17506;28042;1091;2;6;0;160
80;647;11225;23074;1285;1;11;0;205
97;637;14641;15957;1774;6;12;0;108
157;571;13763;14450;2574;3;18;1;104
155;252;2742;33491;2551;6;93;5;1221
155;252;18289;1163;2540;2;13;0;6
228;614;6181;28333;4789;6;77;3;458
75;587;16636;7748;832;6;5;0;46
53;607;801;2128;1112;6;138;6;265
53;595;3613;24611;4573;3;126;1;681
52;595;5905;28192;4572;3;77;0;477
196;746;12630;3869;4760;6;37;1;30
155;252;12190;1163;4476;2;36;1;9
52;595;8359;22081;488;2;5;0;264
54;472;2225;24634;490;6;22;2;1107
75;626;11831;22196;538;2;4;0;187
52;595;8456;27700;515;2;6;0;327
153;255;16780;34737;2549;2;15;0;207
156;571;8348;30743;2584;2;30;1;368
119;489;12356;31018;1627;2;13;0;251
52;596;12552;23378;515;2;4;0;186
124;614;1866;29680;1571;6;84;6;1590
157;575;6709;24322;2553;2;38;2;362
54;607;15327;23457;985;6;6;0;153
53;595;18674;27700;4573;2;24;0;148
57;601;6519;23464;493;6;7;0;359
228;516;2531;11279;3916;6;154;9;445
139;152;14683;31696;1525;2;10;0;215
131;422;17205;33879;1639;2;9;0;196
52;599;3302;30193;4572;6;138;1;914
156;575;8054;24322;2454;3;30;1;301
157;575;1505;24566;2553;6;169;10;1632
53;596;15927;23378;489;2;3;0;146
53;472;10354;25221;516;2;4;0;243
235;212;16734;16122;3358;2;20;1;96
223;300;865;3335;3711;6;429;25;385
174;631;2781;23119;3163;6;113;6;831
156;575;12294;24322;2454;2;19;1;197
53;472;1973;1068;582;6;29;2;54
93;170;13709;27650;1357;3;9;0;201
157;575;12364;24649;2553;2;20;1;199
123;443;18266;590;1631;2;8;0;3
53;595;8658;7093;516;2;5;0;81
75;596;9192;23378;578;6;6;0;254
133;472;15142;25221;1580;6;10;0;166
148;614;14099;28333;4481;1;31;1;200
52;595;3876;27700;4572;2;117;1;714
155;252;6158;1163;4043;2;65;2;18
54;595;16109;27739;640;2;3;0;172
95;422;8108;25721;1481;3;18;1;317
145;282;16207;33248;1406;1;8;0;205
53;595;12377;27700;4573;2;36;0;223
125;506;19563;34425;1633;6;8;0;175
62;607;9098;28054;525;3;5;0;308
196;751;13093;8895;3394;6;25;1;67
156;571;566;14450;4477;3;790;27;2553
62;595;2073;1;4582;6;221;2;0
240;420;14616;21280;2336;6;15;1;145
52;595;8197;28192;557;3;6;0;343
157;575;17337;26838;2553;2;14;0;154
209;315;10342;33002;3214;6;31;2;319
